STATE,VE_TOTAL,PEDS,PERSONS,COUNTY,MONTH,DAY_WEEK,TWAY_ID,SCH_BUS,RAIL,FATALS,DRUNK_DR
41,2,0,4,65,7,4,W 6TH ST,0,0,1,1
41,1,0,1,51,7,5,SE MILWAUKIE AVE,0,0,1,1
41,1,0,1,47,7,7,SR-22 (ODOT 162),0,0,1,1
41,1,0,1,67,7,1,SR-47 (ODOT 102) RAMP,0,0,1,0
41,2,0,2,53,7,3,SR-22 (ODOT 30),0,0,1,0
41,1,0,1,49,7,5,SR-207 (ODOT 320),0,0,1,1
41,2,0,3,31,7,6,US-97 (ODOT 4),0,0,2,0
41,2,0,2,35,7,6,SR-140 (ODOT 424),0,0,1,0
41,1,0,1,7,7,7,US-101 (ODOT 9),0,0,1,0
41,1,1,1,43,7,4,CR-KINGSTON JORDAN,0,0,1,1
41,1,0,5,35,7,4,CR-SPRAGUE RIVER RD,0,0,2,0
41,1,0,2,39,7,6,CR-UPPER NORTH FORK,0,0,1,1
41,1,0,1,59,7,6,SR-204 (ODOT 330),0,0,1,1
41,1,0,1,71,7,6,SR-47 (ODOT 29),0,0,1,0
41,2,0,3,59,7,1,CR-E PUNKIN CENTER,0,0,1,1
41,2,0,2,53,7,1,SR-51 (ODOT 193),0,0,1,0
41,1,1,1,67,1,3,LAURELWOOD AVE,0,0,1,0
41,1,0,1,47,7,1,PRINGLE RD SE,0,0,1,1
41,1,0,1,39,7,2,CR-COBURG RD,0,0,1,0
41,2,0,4,39,7,4,CR-CLEAR LAKE RD,0,0,1,0
41,2,0,2,59,7,4,CR-WESTLAND RD,0,0,1,1
41,2,1,2,19,7,4,I-5,0,0,1,0
41,2,0,3,3,8,6,CR-WEST HILLS RD,0,0,1,0
41,1,0,1,5,6,2,US-26 (ODOT 26),0,0,1,0
41,2,0,5,53,8,6,SR-18 (ODOT 39),0,0,1,0
41,2,0,4,41,8,1,US-101 (ODOT 9),0,0,2,0
41,1,0,1,39,8,3,CR-ROW RIVER RD,0,0,1,0
41,2,0,2,31,8,5,US-97 (ODOT 4),0,0,1,0
41,3,0,4,51,8,6,I-5,0,0,1,0
41,3,0,3,5,8,7,SR-99 (ODOT 81),0,0,1,0
41,1,0,1,67,8,4,CR-NW WEST UNION RD,0,0,1,1
41,1,0,1,51,8,4,CR-LARCH MOUNTAIN RD,0,0,1,0
41,1,0,1,51,8,6,N INTERSTATE AVE,0,0,1,1
41,1,0,1,5,8,7,CR-SE SPRINGWATER RD,0,0,1,1
41,2,0,4,47,8,3,SR-22 (ODOT 162),0,0,2,1
41,1,0,1,17,8,4,CR-PAULINA LAKE RD,0,0,1,1
41,3,0,3,59,8,2,SR-204 (ODOT 330),0,0,1,0
41,1,0,1,1,8,2,SR-410 (ODOT 410),0,0,1,0
41,2,0,2,39,8,2,CR-CROW RD,0,0,2,0
41,2,0,2,45,8,3,SR-201 (ODOT 455),0,0,1,0
41,1,0,1,43,5,7,SR-226 (ODOT 211),0,0,1,1
41,3,0,5,5,6,7,SR-211 (ODOT 161),0,0,1,0
41,1,0,1,25,7,2,CR-NARROWS PRINCETON,0,0,1,1
41,2,0,4,9,7,2,CR-SCAPPOOSE-VERNONIA HWY,0,0,1,2
41,1,0,2,57,7,1,SR-6 (ODOT 37),0,0,1,0
41,1,0,1,9,7,2,CR-ROSS RD,0,0,1,0
41,1,0,1,43,8,6,8TH AVE,0,0,1,1
41,1,0,7,35,8,7,US-97 (ODOT 4),0,0,1,0
41,1,0,1,37,8,2,SR-140 (ODOT 431),0,0,1,0
41,1,0,1,29,8,1,SR-99 (ODOT 63),0,0,1,0
41,1,0,1,5,8,7,SR-224 (ODOT 171),0,0,1,0
41,1,1,1,25,9,4,US-20 (ODOT 7),0,0,1,0
41,1,0,1,19,9,4,SR-138 (ODOT 138),0,0,1,1
41,2,0,6,31,9,5,CR-DOVER LN,0,0,2,1
41,1,0,1,15,9,7,CR-NORTH BANK CHETCO RIVER RD,0,0,1,1
41,1,0,1,43,9,7,CR-JEFFERSON-SCIO DR,0,0,1,0
41,2,0,3,35,9,4,US-97 (ODOT 4),0,0,1,0
41,2,0,2,45,9,1,US-20 (ODOT 7),0,0,1,1
41,1,0,2,19,9,4,SR-38 (ODOT 45),0,0,1,1
41,1,0,2,71,8,3,SR-240 (ODOT 151),0,0,1,0
41,2,0,3,35,8,6,US-97 (ODOT 4),0,0,2,1
41,1,0,2,29,9,5,CR-SARDINE CREEK RD,0,0,1,1
41,1,0,1,11,5,5,US-101 (ODOT 9),0,0,1,0
41,1,0,1,71,9,1,N SPRINGBROOK RD,0,0,1,0
41,2,0,4,51,9,4,CR-SE STARK ST,0,0,1,0
41,1,0,1,5,9,7,CR-CROOKED FINGER RD,0,0,1,1
41,1,0,2,71,9,7,CR-NE RIBBON RIDGE RD,0,0,1,0
41,1,1,1,39,7,4,COBURG RD,0,0,1,1
41,1,1,2,51,9,7,US-26 (ODOT 26),0,0,1,0
41,1,0,1,67,9,7,CR-SW RIVER RD,0,0,1,1
41,1,0,1,39,9,6,I-5,0,0,1,0
41,1,0,1,47,9,7,CR-VITAE SPRINGS RD S,0,0,1,1
41,1,1,1,49,9,6,MAIN ST,0,0,1,0
41,1,1,1,53,9,1,SR-18 (ODOT 39),0,0,1,0
41,2,0,6,39,9,6,US-101 (ODOT 9),0,0,1,0
41,1,0,3,51,9,7,I-84,0,0,1,1
41,1,1,1,29,9,2,I-5,0,0,1,0
41,1,0,1,35,10,5,US-97 (ODOT 4),0,0,1,0
41,1,0,1,19,6,5,CR-TILLER TRAIL HWY,0,0,1,0
41,2,1,1,33,8,4,I-5,0,0,1,0
41,1,0,7,5,3,7,CR-S HILLOCKBURN RD,0,0,1,1
41,3,0,7,71,5,5,NE FORD ST,0,0,1,0
41,1,0,2,59,8,2,I-84,0,0,1,0
41,3,0,6,47,10,7,CR-SILVERTON RD NE,0,0,1,0
41,1,0,1,63,10,7,CR-CROW CREEK RD,0,0,1,1
41,2,0,4,45,10,1,US-20 (ODOT 7),0,0,2,0
41,2,0,2,39,10,1,HOWARD AVE,0,0,1,1
41,1,0,1,33,10,1,SR-46 (ODOT 38),0,0,1,1
41,2,0,7,17,10,7,US-20 (ODOT 16),0,0,2,0
41,1,0,1,17,10,1,US-20 (ODOT 7),0,0,1,0
41,2,0,1,51,10,3,SR-99 (ODOT 91),0,0,1,1
41,1,0,1,53,10,4,CR-BUENA VISTA RD,0,0,1,1
41,2,0,2,27,10,5,I-84,0,0,2,0
41,1,0,1,31,3,6,US-26 (ODOT 53),0,0,1,0
41,1,0,1,31,4,5,CR-HWY 3,0,0,1,0
41,1,1,0,59,4,3,CR-WELLS STATION RD,0,0,1,0
41,1,1,1,51,10,6,SE DIVISION ST,0,0,1,0
41,1,0,9,51,9,1,RAMP I-84,0,0,1,0
41,2,1,2,39,10,7,SR-99 (ODOT 226),0,0,1,0
41,1,1,1,71,10,1,SR-99 (ODOT 91),0,0,1,0
41,1,2,3,67,10,1,MAIN ST,0,0,2,0
41,1,0,1,39,10,1,CR-BIG RIVER RD,0,0,1,0
41,2,0,2,67,10,4,SE DAVIS RD,0,0,1,0
41,2,0,3,39,10,6,SR-99 (ODOT 91),0,0,1,0
41,2,0,2,29,10,6,RIVERSIDE AVE,0,0,1,0
41,1,0,1,11,10,7,SR-242 (ODOT 242),0,0,1,0
41,1,1,1,19,10,7,I-5,0,0,1,0
41,1,0,1,67,10,5,SR-8 (ODOT 29),0,0,1,1
41,2,0,4,23,10,3,US-26 (ODOT 5),0,0,1,1
41,2,0,2,5,11,7,CR-SE EAGLE CREEK RD,0,0,1,1
41,3,0,3,47,11,2,I-5,0,0,1,0
41,2,0,2,39,10,5,US-101 (ODOT 9),0,0,1,0
41,1,0,2,15,10,5,CR-S BANK CHETCO RD,0,0,1,1
41,4,0,8,5,11,1,SR-99E (ODOT 81),0,0,1,1
41,1,1,1,67,11,2,SR-8 (ODOT 29),0,0,1,0
41,1,0,1,31,11,1,US-26 (ODOT 360),0,0,1,0
41,1,1,1,51,11,3,I-5,0,0,1,0
41,1,0,1,67,11,5,CR-SW 185TH AVE,0,0,1,1
41,2,0,3,41,11,2,US-20 (ODOT 33),0,0,1,0
41,1,1,1,51,11,3,SE 111TH AVE,0,0,1,0
41,1,2,1,53,11,4,EDGEWATER ST NW,0,0,1,0
41,1,0,1,43,11,7,CR-GRAND PRAIRIE RD,0,0,1,1
41,1,0,2,29,11,1,CR-ROGUE RIVER RD,0,0,1,1
41,1,1,1,43,11,1,US-20 (ODOT 16),0,0,1,0
41,2,0,2,39,11,2,SR-126 (ODOT 62),0,0,1,0
41,1,1,2,53,11,3,SR-51 (ODOT 193),0,0,1,0
41,3,0,3,51,11,2,SR-99 (ODOT 91),0,0,1,0
41,2,0,2,43,11,5,US-20 (ODOT 16),0,0,1,2
41,2,0,2,51,12,1,SE ORIENT DR,0,0,1,1
41,1,0,1,33,4,7,US-199 (ODOT 25),0,0,1,0
41,1,2,1,19,8,3,LOOKINGGLASS RD,0,0,1,1
41,1,0,4,43,8,6,CR-QUARTZVILLE RD,0,0,1,0
41,3,0,3,51,8,5,SW 257TH AVE,0,0,1,0
41,1,0,1,1,11,3,CR-USFS RD 190,0,0,1,1
41,1,0,1,39,11,2,PIONEER PARKWAY EAST,0,0,1,0
41,1,1,1,67,11,5,SR-8 (ODOT 29),0,0,1,0
41,1,0,1,9,12,6,US-30 (ODOT 92),0,0,1,0
41,2,0,3,51,12,4,NW DIVISION ST,0,0,1,1
41,1,1,0,43,12,6,SE MOUNTAIN VIEW DR,0,0,1,0
41,1,1,1,51,12,6,US-26 (ODOT 26),0,0,1,0
41,2,0,3,43,12,1,SR-99E (ODOT 58),0,0,1,0
41,1,0,1,61,12,2,SR-203 (ODOT 66),0,0,1,0
41,1,1,1,35,10,7,CRESCENT AVE,0,0,1,0
41,1,0,1,33,12,3,US-199 (ODOT 25),0,0,1,0
41,1,0,1,5,12,3,CR-SE KELSO RD,0,0,1,0
41,1,1,1,51,12,3,NE GLISAN ST,0,0,1,0
41,2,0,3,43,12,1,SR-228 (ODOT 212),0,0,1,0
41,1,1,1,59,12,2,SR-11 (ODOT 8),0,0,1,0
41,2,0,3,51,10,3,SR-43 (ODOT 3),0,0,1,0
41,2,0,2,51,12,3,CR-CORNELIUS PASS RD,0,0,1,2
41,1,0,2,51,12,6,SR-99W (ODOT 91),0,0,1,1
41,1,0,2,17,12,1,US-20 (ODOT 7),0,0,1,1
41,2,0,2,5,5,7,SR-212 (ODOT 171),0,0,1,2
41,1,0,1,51,12,2,NE MARINE DR,0,0,1,1
41,1,0,1,57,12,2,SR-6 (ODOT 37),0,0,1,0
41,2,0,2,11,12,2,US-101 (ODOT 9),0,0,1,0
41,1,0,2,51,7,3,CR-NW GERMANTOWN RD,0,0,1,0
41,1,1,1,51,8,5,I-205,0,0,1,0
41,2,0,4,51,8,4,SR-99 (ODOT 81),0,0,1,1
41,1,1,1,11,10,5,11TH ST SE,0,0,1,0
41,1,2,1,33,10,4,US-199 (ODOT 25),0,0,2,0
41,1,0,7,51,11,5,I-84,0,0,1,1
41,1,0,2,11,11,6,CR-SEVEN DEVILS RD,0,0,1,0
41,2,0,2,39,12,2,N TERRY ST,0,0,1,0
42,1,0,1,41,1,2,US-15 BLUE-GRAY HWY,0,0,1,0
42,1,0,1,79,1,2,SR-2002 SANS SOUCI PKWY,0,0,1,0
42,2,0,2,11,1,6,SR-100 MAIN ST,0,0,1,1
42,2,0,3,15,1,4,US-6 MAIN ST,0,0,2,0
42,2,0,4,27,1,1,SR-1002 MARSH CREEK RD,0,0,1,1
42,1,1,1,29,1,7,SR-23 SCHUYLKILL RD,0,0,1,0
42,2,0,3,63,1,3,US-422 BENJAMIN FRANKLIN HWY,0,0,1,0
42,2,0,2,25,1,2,I-80 KEYSTONE SHORTWAY RD,0,0,1,0
42,1,0,1,17,1,1,SR-2033 WOODBOURNE RD,0,0,1,0
42,1,0,1,9,1,4,SR-96,0,0,1,0
42,1,0,1,5,1,6,SR-4006 REESEDALE RD,0,0,1,1
42,1,0,3,19,1,4,HARMONY RD,0,0,2,0
42,1,0,1,77,1,1,SR-8020 RAMP RL RD,0,0,1,1
42,1,0,1,5,1,2,SR-85,0,0,1,1
42,1,0,1,129,1,3,US-119 CONNELSVL NEW STANTON R,0,0,1,1
42,1,0,1,81,1,3,I-180,0,0,1,0
42,1,0,1,49,1,5,BAGDAD RD,0,0,1,1
42,1,1,1,133,1,4,SR-3042 DAYS MILL RD,0,0,1,0
42,1,0,2,29,1,6,SR-4002 REECEVILLE RD,0,0,1,0
42,1,1,1,101,1,3,SR-1015 KNIGHTS RD,0,0,1,0
42,1,0,2,101,1,7,US-1 ROOSEVELT BLVD,0,0,1,0
42,1,1,1,101,1,6,TABOR AVE,0,0,1,0
42,1,0,1,63,1,7,SR-217 GRANGE RD,0,0,1,0
42,1,1,1,95,1,4,MAIN ST,0,0,1,1
42,1,0,1,93,1,5,SR-642 LIBERTY VALLEY DR,0,0,1,0
42,1,0,1,71,1,5,SR-4033 MEADOW VIEW RD,0,0,1,1
42,1,1,1,29,1,2,SR-2020 BOOT RD,0,0,1,1
42,1,1,1,85,1,3,SR-58 MAIN ST EXT,0,0,1,0
42,1,0,1,3,1,6,LIBERTY AVE,0,0,1,0
42,1,0,1,3,1,1,US-19 PERRY HWY,0,0,1,0
42,1,0,2,73,1,6,S VALLEY VIEW RD,0,0,1,0
42,2,0,2,59,1,4,SR-188 JEFFERSON RD,0,0,1,0
42,1,0,1,3,1,5,SR-60 STEUBENVILLE PIKE,0,0,1,0
42,1,0,1,125,1,3,US-40 CHESTNUT ST EXT,0,0,1,0
42,3,0,3,107,1,5,SR-61 CENTER TPKE,0,0,1,0
42,1,0,1,25,1,3,SR-93 HUNTER ST,0,0,1,0
42,3,0,5,39,1,5,US-6 FRENCH CREEK PKWY,0,0,1,0
42,1,1,1,101,1,3,US-1 CITY AVE,0,0,1,0
42,1,0,1,101,1,1,SR-63 WOODHAVEN RD,0,0,1,1
42,1,0,3,97,1,7,SR-3010,0,0,1,0
42,1,1,1,17,1,5,US-13 PAPER ST,0,0,1,0
42,2,0,2,77,1,4,SR-100,0,0,1,0
42,2,0,2,89,1,7,I-80 KEYSTONE SHORTWAY HWY,0,0,1,1
42,3,0,4,125,1,5,US-19 WASHINGTON RD,0,0,1,0
42,3,0,4,39,1,4,SR-77 STATE ST,0,0,1,0
42,1,0,2,95,1,7,STEFKO BLVD,0,0,1,1
42,1,1,1,101,1,6,I-95 DELAWARE EXPY,0,0,1,0
42,1,0,1,125,1,4,HAZEL KIRK RD,0,0,1,0
42,1,0,4,103,1,2,US-6 G.A.R. HWY,0,0,2,0
42,1,0,1,133,1,1,SR-3059 ROTH CHURCH RD,0,0,1,0
42,1,0,2,65,1,3,US-219 BUFFALO PITTSBURGH HWY,0,0,2,0
42,1,0,2,75,1,7,SR-501 FURNACE HILL PIKE,0,0,1,1
42,4,0,7,43,1,6,US-22 WILLIAM PENN HWY,0,0,1,0
42,1,0,3,71,1,6,SR-4008 NEWPORT RD,0,0,1,0
42,1,0,2,75,1,5,SR-241 COLEBROOK RD,0,0,1,0
42,1,0,1,129,1,5,SR-1023 NATURE RUN RD,0,0,1,1
42,1,0,1,25,1,2,SR-93 HUNTER ST,0,0,1,0
42,1,1,1,3,1,4,SR-148 LYSLE BLVD,0,0,1,0
42,2,0,2,17,1,6,TOWNSHIP LINE RD,0,0,1,0
42,2,1,2,101,1,6,SR-291 PENROSE AVE,0,0,1,0
42,2,0,4,61,1,2,US-22 CROGHAN PIKE,0,0,2,0
42,3,0,7,85,1,7,SR-208,0,0,1,0
42,1,1,2,87,1,4,SR-3001 MAIN ST,0,0,1,0
42,2,0,2,15,1,4,US-6 GRAND ARMY OF THE REPUBLI,0,0,1,0
42,2,0,2,89,1,5,SR-115,0,0,1,0
42,1,0,2,85,1,2,SR-3006 ROEMER BLVD,0,0,1,0
42,2,0,3,77,1,1,HANOVER AV,0,0,1,2
42,2,0,3,89,1,5,SR-390 PETERSON RD,0,0,1,0
42,2,0,2,81,1,2,SR-2016 WASHINGTON BLVD,0,0,1,0
42,2,0,2,71,1,2,SR-441 RIVER RD,0,0,2,0
42,2,0,5,35,1,3,US-220 FRANK D O'REILLY HWY,0,0,2,0
42,2,0,4,75,1,6,US-422 MAIN ST,0,0,1,1
42,2,0,2,29,1,4,SR-41 GAP NEWPORT PIKE,0,0,1,0
42,2,0,4,91,1,5,SR-3044 WYNNEWOOD RD,0,0,1,0
42,1,0,3,41,1,4,SR-2004 LISBURN RD,0,0,1,0
42,2,0,2,47,2,6,SR-66,0,0,1,1
42,1,0,1,9,1,1,I-99 BUD SHUSTER HW,0,0,1,0
42,2,0,3,69,2,7,SR-435 DRINKER PIKE,0,0,1,1
42,2,0,5,107,2,6,SR-183,0,0,1,1
42,2,0,2,33,2,7,SR-453 UNION ST,0,0,1,0
42,1,0,2,83,1,2,FOGEL CROSSING RD,0,0,1,1
42,2,0,2,43,2,2,I-283 INTERSTATE 283 RD,0,0,2,0
42,2,0,2,0,2,3,SR-100,0,0,1,0
42,1,0,3,29,1,3,US-202,0,0,1,1
42,2,0,4,3,2,7,SR-28,0,0,1,1
42,1,0,2,133,2,1,SILVER LAKE RD,0,0,1,0
42,1,0,1,73,2,1,SR-208 PULASKI RD,0,0,1,1
42,1,0,3,71,2,7,SCHOOL HOUSE RD,0,0,1,1
42,1,0,1,81,1,7,SR-14 SR 0014 HW,0,0,1,1
42,2,0,2,3,2,1,SR-28 ALLEGHENY VALLEY EXPY,0,0,1,2
42,2,0,2,43,2,3,SR-147 N RIVER RD,0,0,1,0
42,2,0,3,103,2,7,I-84 FALLEN TROOPER MEM HWY,0,0,1,0
42,2,0,3,47,2,5,SR-153,0,0,1,0
42,2,0,3,19,2,2,SR-68,0,0,1,0
42,1,1,3,101,2,6,SR-4021 MT AIRY AV,0,0,1,0
42,1,1,1,101,2,4,SR-2009 ARAMINGO AVE,0,0,1,0
42,1,1,3,101,2,3,CHRISTIAN ST,0,0,1,0
42,1,0,1,37,2,2,SR-0442 SR0442 SH,0,0,1,1
42,1,0,1,77,2,6,GUN CLUB RD,0,0,1,0
42,1,0,1,133,2,7,SR-4002 CANAL RD,0,0,1,0
42,1,1,3,45,2,5,SR-2019 GARRETT RD,0,0,1,0
42,1,0,1,29,2,1,US-322 DOWNINGTOWN PIKE,0,0,1,1
42,1,1,1,41,2,5,US-11 MOLLY PITCHER HWY,0,0,1,0
42,1,0,2,119,2,3,I-0080 Z H CONFAIR MEMORIAL HW,0,0,1,0
42,1,1,1,3,2,2,FORBES AV,0,0,1,0
42,1,0,1,131,2,3,SR-3002 CHAINTOWN RD,0,0,1,1
42,1,0,2,39,2,6,US-322 TWENTYEIGHTH DIVISI HWY,0,0,1,0
42,1,0,2,101,2,1,SR-1011 WELSH RD,0,0,1,0
42,1,0,1,9,2,6,SR-8005 RAMP CC RD,0,0,1,0
42,1,1,2,101,2,5,SR-611 BROAD ST,0,0,1,0
42,2,0,1,101,1,7,SR-1004 TORRESDALE AVE,0,0,1,1
42,2,0,4,77,2,7,SR-145 MACARTHUR RD,0,0,2,0
42,2,0,4,97,2,2,SR-54,0,0,2,0
42,1,0,16,89,2,3,I-380 SR 0380 SH,0,0,1,0
42,2,0,2,13,2,1,SR-4019 SIXTH AVE,0,0,1,1
42,1,0,1,125,2,6,SR-4003 PURDY RD,0,0,1,1
42,1,0,1,49,2,1,US-6 GRAND ARMY OF THE REP HWY,0,0,1,1
42,2,0,2,75,2,3,SR-897 MAIN ST,0,0,1,0
42,2,0,2,17,2,5,SR-2037 OLD LINCOLN HWY,0,0,1,1
42,2,0,2,71,2,5,US-222,0,0,1,0
42,1,0,1,111,2,6,SR-1008 POMPEY HILL RD,0,0,1,1
42,2,0,3,125,2,4,I-79,0,0,1,0
42,1,0,1,67,2,3,SR-75 TUSCARORA VALLEY RD,0,0,1,0
42,5,0,7,107,2,1,I-81 AMERICAN LEGION MEM HW,0,0,1,0
42,1,1,1,49,2,1,SR-8 WATERFORD RD,0,0,1,0
42,1,0,1,43,2,3,US-22 WM B LENTZ HW,0,0,1,1
42,1,0,1,129,2,1,SR-2033 BETHEL CHURCH RD,0,0,1,0
42,1,1,1,3,2,6,BROWNSVILLE RD,0,0,1,0
42,2,0,2,13,2,6,SR-764 SIXTH AVE,0,0,1,1
42,2,0,2,29,2,2,SR-252 LEOPARD RD,0,0,1,0
42,2,0,3,77,2,4,CENTRAL BLVD,0,0,1,0
42,1,0,1,27,2,1,SR-3042 SKYTOP MOUNTAIN RD,0,0,1,1
42,1,1,1,17,2,3,SR-2019 KNIGHTS RD,0,0,1,0
42,2,0,2,111,2,3,US-30 LINCOLN HWY,0,0,1,1
42,2,0,3,3,2,2,SR-2045 MIFFLIN RD,0,0,1,1
42,2,0,2,79,2,2,SR-1021 EIGHTH ST,0,0,1,0
42,2,0,2,3,2,1,SR-1007 SHARPSHILL RD,0,0,1,0
42,2,0,2,133,2,3,SR-214 PLEASANT AVE,0,0,1,0
42,2,0,3,47,2,5,SR-948 MONTMORENCI RD,0,0,1,0
42,2,0,4,13,2,2,SR-36 UNION AVE,0,0,2,0
42,7,0,1,49,2,2,W 21ST ST,0,0,1,0
42,1,0,2,29,2,1,SR-3036 KENNETT RD,0,0,1,1
42,2,0,3,45,2,6,US-322 CONCHESTER HWY,0,0,1,0
42,1,0,1,11,2,1,HILL RD,0,0,1,1
42,1,4,1,67,3,3,SR-3002 WILLIAM PENN HWY,0,0,1,0
42,1,0,1,17,3,6,SR-4059 STEINSBURG RD,0,0,1,1
42,1,0,1,129,3,6,SR-981 MOOREWOOD ST,0,0,1,0
42,3,0,5,91,2,3,SR-152 LIMEKILN PIKE,0,0,1,0
42,1,0,1,129,2,6,SR-31 DONEGAL RD,0,0,1,1
42,1,0,2,89,3,6,SR-3013 WEIR LAKE RD,0,0,1,1
42,1,0,1,79,3,1,SR-3001 ALDEN MOUNTAIN RD,0,0,1,1
42,3,0,3,133,2,5,I-83 VFW OF US MEM HWY,0,0,1,0
42,1,0,1,17,3,5,OLD EASTON RD,0,0,1,0
42,1,0,1,29,2,3,SR-82 DOE RUN RD,0,0,1,0
42,1,0,1,111,2,6,SR-281 STOYSTOWN RD,0,0,1,1
42,1,1,3,43,3,6,US-22 CAMERON ST,0,0,1,0
42,3,0,1,11,2,5,SR-724 WEST SCHUYLKILL RD,0,0,1,1
42,2,0,4,97,2,3,SR-61,0,0,1,0
42,2,0,3,31,3,5,SR-66 PAINT BLVD,0,0,1,1
42,2,0,4,107,3,1,SR-61,0,0,2,0
42,2,0,3,133,3,7,SR-624 LONG LEVEL RD,0,0,1,0
42,1,0,1,127,3,6,CR-348 CATTERSON RD,0,0,1,0
42,2,0,2,59,3,1,SR-21 HIGH ST,0,0,1,0
42,2,0,2,111,3,1,SR-985 SOMERSET PIKE,0,0,1,0
42,2,0,2,67,3,4,SR-35,0,0,1,0
42,2,0,2,133,3,2,SR-1012 EMIG RD,0,0,1,0
42,2,0,2,95,3,6,SR-611 NORTH DELAWARE DR,0,0,1,0
42,2,0,3,133,3,4,SR-94 BALTIMORE PIKE,0,0,1,0
42,2,0,2,17,3,2,SR-2026 W. TRENTON AVE,0,0,2,0
42,2,0,4,125,3,5,SR-18 SMITH TWP STATE RD,0,0,1,0
42,2,0,2,107,3,3,SR-895 SUMMER VALLEY RD,0,0,1,0
42,1,0,1,89,3,3,SR-2012 HAMILTON SOUTH RD,0,0,1,0
42,1,0,2,17,3,5,US-13 BRISTOL PIKE,0,0,1,1
42,1,0,4,85,3,6,SR-18 HERMITAGE RD,0,0,1,0
42,1,0,1,3,3,7,US-19 WASHINGTON RD,0,0,1,1
42,2,0,2,101,3,4,LINCOLN DR,0,0,1,0
42,1,0,1,133,3,7,SR-3065 GEORGE ST,0,0,1,0
42,1,0,2,85,3,3,SR-18 NEW CASTLE RD,0,0,1,0
42,3,0,3,107,3,7,SR-443 DETURKSVILLE RD,0,0,1,0
42,1,1,1,101,3,4,SR-3003 UNIVERSITY AVE,0,0,1,0
42,2,0,2,19,3,2,SR-38 ONEIDA VALLEY RD,0,0,1,0
42,2,0,3,39,3,6,SR-408,0,0,2,0
42,1,0,23,41,3,7,I-76 PA TURNPIKE,1,0,2,1
42,1,0,2,133,3,3,US-30 ARSENAL RD,0,0,1,1
42,2,0,3,71,3,1,SR-741 ROHRERSTOWN RD,0,0,1,1
42,2,0,2,79,3,7,SR-4012 TRAILING PINE RD,0,0,1,0
42,2,0,2,133,3,5,SR-624 HIGH ST,0,0,1,0
42,2,0,4,15,3,6,SR-14 SPRINGBROOK DR,0,0,1,0
42,3,0,3,99,3,3,US-22 WILLIAM PENN HWY,0,0,2,1
42,2,0,3,85,3,7,I-80 Z H CONFAIR HWY,0,0,1,0
42,1,0,1,69,3,6,SR-3001 NEWTON-RANSOM BLVD,0,0,1,1
42,1,0,3,29,3,1,US-30 COATESVLE DOWNINGTOW BYP,0,0,1,1
42,2,0,5,99,3,5,SR-850 VALLEY RD,0,0,1,1
42,2,0,2,11,3,6,SR-61 POTTSVILLE PIKE,0,0,1,0
42,2,0,4,83,3,6,US-6 GRAND ARMY OF THE REBU HW,0,0,1,1
42,3,0,1,71,3,7,SR-23 MAIN ST,0,0,1,1
42,6,0,3,21,3,6,DWIGHT DR,0,0,1,0
42,2,0,2,15,3,6,US-6 GRAND ARMY OF REPUB HWY,0,0,1,0
42,3,0,4,77,3,1,I-78,0,0,1,0
42,3,1,3,17,3,5,SR-309 BETHLEHEM PIKE,0,0,1,0
42,2,0,3,83,2,6,E VALLEY RD,0,0,1,0
42,1,0,2,43,3,7,US-209 ST RT 209 HWY,0,0,1,0
42,1,1,1,91,3,2,SR-4013 LEWIS RD,0,0,1,0
42,1,0,2,63,3,3,SR-403,0,0,2,1
42,3,0,3,69,3,7,SR-3023 PITTSTON AVE,0,0,1,0
42,2,0,2,29,3,3,SR-3070 BUSINESS 30/LINCOL HWY,0,0,1,1
42,1,0,1,59,3,1,I-79,0,0,1,0
42,3,0,5,61,3,1,US-522 CROGHAN PIKE,0,0,1,0
42,2,0,6,15,3,6,SR-328,0,0,2,1
42,5,0,6,119,3,1,US-15 MARINE CORPS LEAG ME HWY,0,0,1,0
42,1,1,1,101,3,2,SR-532 BUSTLETON AVE,0,0,1,0
42,1,0,2,15,3,6,SR-1041,0,0,1,0
42,1,0,2,127,3,3,CZUBOWICZ RD,0,0,1,0
42,1,0,1,25,3,2,SR-2001 FOREST INN RD,0,0,1,0
42,1,0,1,39,3,6,SR-198 LICKING ST,0,0,1,0
42,1,0,3,125,3,7,I-79,0,0,1,0
42,1,0,1,31,3,7,SR-368,0,0,1,0
42,1,0,1,3,4,3,PANTHER HOLLOW RD,0,0,1,0
42,2,0,1,49,4,2,FIRMAN RD,0,0,1,0
42,1,0,1,11,4,1,SR-73 PHILADELPHIA AVE,0,0,1,1
42,1,0,1,81,4,7,SR-1017 LYCOMING CREEK RD,0,0,1,1
42,1,0,1,23,4,1,SR-555 SECOND ST,0,0,1,1
42,1,2,1,17,4,6,SR-309 BETHLEHEM PIKE,0,0,1,1
42,2,0,1,79,4,7,PENNSYLVANIA AVE,0,0,1,1
42,1,0,1,81,2,6,SR-118 LAIRDSVILLE RD,0,0,1,1
42,1,0,1,35,3,7,SR-150 WOODWARD AVE,0,0,1,1
42,4,0,5,45,3,1,US-1 TOWNSHIP LINE RD,0,0,1,0
42,1,0,1,1,3,1,STONEY POINT RD,0,0,1,1
42,1,0,1,31,3,5,SR-66,0,0,1,0
42,1,0,1,117,3,3,SR-14,0,0,1,0
42,1,0,3,129,3,7,SR-2003 SCHOOL ST,0,0,1,1
